customer_id,birth_date,join_date,plan_type,churn_in_3mos
15375,1967-02-13,2014-07-19,prepaid,0
15376,1984-07-12,2017-12-30,prepaid,0
15377,1985-07-19,2014-11-26,postpaid,0
15378,1965-12-08,2014-05-23,prepaid,0
15379,1964-09-01,2013-11-07,prepaid,1
15380,1988-12-27,2012-12-26,prepaid,0
15381,1995-02-24,2012-08-10,prepaid,0
15382,1964-11-27,2013-06-13,prepaid,1
15383,1964-11-20,2016-03-14,prepaid,1
15384,1997-02-03,2014-10-17,prepaid,1
15385,2000-10-03,2012-02-19,prepaid,0
15386,2002-01-15,2016-10-10,prepaid,0
15387,1994-04-18,2018-03-23,prepaid,1
15388,1998-09-23,2012-01-05,prepaid,0
15389,1988-02-26,2020-05-12,prepaid,0
15390,2009-01-11,2020-06-19,postpaid,1
15391,1999-01-08,2012-08-31,pay-as-you-go,0
15392,2000-03-27,2016-05-10,pay-as-you-go,0
15393,1987-09-24,2018-11-09,postpaid,0
15394,1971-01-27,2014-03-20,prepaid,0
15395,2002-04-09,2012-10-27,pay-as-you-go,0
15396,1993-10-06,2016-07-05,prepaid,0
15397,1997-09-04,2012-01-21,prepaid,0
15398,2003-09-19,2015-12-06,prepaid,0
15399,1965-03-04,2017-10-06,postpaid,0
15400,1987-02-03,2012-09-06,prepaid,0
15401,2000-01-31,2017-06-26,postpaid,0
15402,1993-09-05,2014-03-23,prepaid,0
15403,2004-01-11,2013-09-25,postpaid,0
15404,1974-08-29,2015-03-07,prepaid,0
15405,2004-10-04,2013-05-20,postpaid,0
15406,1999-03-19,2017-09-25,postpaid,0
15407,1968-05-12,2018-11-10,prepaid,1
15408,1980-03-06,2020-07-08,prepaid,1
15409,2001-09-22,2012-10-27,postpaid,0
15410,1984-08-23,2018-07-25,postpaid,0
15411,2005-12-27,2018-11-24,pay-as-you-go,1
15412,1967-02-04,2019-05-01,prepaid,0
15413,2004-04-21,2012-08-05,prepaid,1
15414,1984-06-17,2017-03-01,prepaid,0
15415,1964-08-28,2019-02-11,prepaid,0
15416,1976-03-21,2012-11-21,prepaid,0
15417,1964-08-05,2019-04-09,prepaid,0
15418,1980-05-15,2018-09-06,postpaid,0
15419,1966-04-12,2012-04-02,prepaid,0
15420,1975-01-17,2013-09-03,prepaid,0
15421,1982-06-07,2015-07-02,prepaid,0
15422,1992-10-27,2015-05-11,prepaid,0
15423,2004-03-06,2017-03-12,prepaid,0
15424,2008-06-08,2016-10-30,prepaid,0
15425,1986-01-02,2017-11-19,prepaid,0
15426,1964-01-14,2013-12-22,prepaid,0
15427,1998-03-30,2014-11-07,prepaid,0
15428,2004-08-16,2020-06-03,prepaid,0
15429,1967-08-08,2018-11-03,prepaid,1
15430,1996-08-17,2019-05-08,prepaid,0
15431,1973-08-23,2020-07-18,prepaid,0
15432,1991-07-14,2015-02-24,postpaid,1
15433,1963-02-15,2018-07-15,prepaid,0
15434,1982-12-16,2019-01-05,postpaid,0
15435,1961-09-30,2020-01-17,pay-as-you-go,0
15436,1968-07-14,2017-12-21,prepaid,0
15437,1988-05-01,2019-03-06,pay-as-you-go,0
15438,1995-05-14,2015-05-30,prepaid,1
15439,1971-12-13,2013-08-24,prepaid,1
15440,2008-09-09,2017-03-30,postpaid,0
15441,1979-06-01,2012-01-28,postpaid,0
15442,2006-12-16,2019-08-07,prepaid,1
15443,1995-10-17,2020-03-11,postpaid,0
15444,1975-05-27,2017-10-22,postpaid,0
15445,1966-07-02,2017-02-22,prepaid,0
15446,1971-03-23,2020-05-02,pay-as-you-go,0
15447,1983-05-01,2016-10-21,prepaid,1
15448,1994-08-21,2012-05-15,prepaid,0
15449,1993-06-29,2018-04-20,prepaid,0
15450,1965-11-10,2013-03-20,prepaid,0
15451,1982-01-05,2017-10-01,postpaid,1
15452,1999-11-20,2013-09-20,postpaid,1
15453,2000-09-01,2017-07-03,postpaid,0
15454,1970-01-20,2012-10-15,prepaid,0
15455,2004-01-17,2012-12-06,prepaid,1
15456,2000-03-29,2017-12-16,postpaid,0
15457,1979-05-25,2018-01-24,prepaid,1
15458,1960-09-26,2018-08-14,prepaid,0
15459,1967-04-06,2012-08-11,prepaid,0
15460,1971-11-18,2016-07-26,prepaid,0
15461,1994-01-16,2018-08-11,pay-as-you-go,0
15462,1989-01-25,2019-07-15,postpaid,0
15463,1980-04-07,2020-04-01,prepaid,0
15464,1975-08-03,2015-03-19,prepaid,1
15465,1990-07-12,2013-11-24,prepaid,0
15466,2004-11-30,2012-02-23,prepaid,0
15467,2002-02-27,2020-02-09,prepaid,0
15468,1995-11-08,2013-05-30,postpaid,0
15469,1995-09-12,2019-04-30,prepaid,1
15470,1983-06-06,2018-09-20,prepaid,1
15471,1995-04-21,2013-01-09,pay-as-you-go,0
15472,1968-08-11,2012-01-27,prepaid,0
15473,1962-07-26,2018-11-06,prepaid,0
15474,1989-02-10,2018-07-12,prepaid,0
15475,1997-01-24,2015-01-09,pay-as-you-go,1
15476,2006-01-09,2016-02-10,prepaid,0
15477,1988-06-01,2014-02-07,prepaid,0
15478,1991-10-22,2013-09-21,prepaid,0
15479,1997-08-02,2017-03-21,prepaid,0
15480,1962-02-05,2012-05-13,pay-as-you-go,1
15481,1980-01-01,2018-04-07,pay-as-you-go,0
15482,1984-03-01,2012-02-07,pay-as-you-go,1
15483,2008-01-04,2018-08-30,prepaid,0
15484,1981-02-16,2017-12-17,prepaid,1
15485,1994-07-25,2016-06-21,postpaid,0
15486,1972-01-30,2014-09-02,prepaid,0
15487,1991-09-10,2014-12-29,prepaid,0
15488,1979-10-17,2015-02-05,prepaid,0
15489,1965-10-08,2016-02-22,prepaid,1
15490,1977-03-30,2014-05-07,prepaid,0
15491,1967-04-11,2014-04-28,pay-as-you-go,1
15492,2002-11-19,2015-02-05,prepaid,1
15493,1967-10-23,2015-01-09,prepaid,0
15494,1965-06-30,2015-03-24,pay-as-you-go,0
15495,1988-05-05,2018-01-07,postpaid,0
15496,1974-10-29,2016-12-22,prepaid,0
15497,1995-07-09,2017-12-27,prepaid,0
15498,1980-04-20,2014-05-02,postpaid,0
15499,1964-10-10,2015-01-22,prepaid,0
15500,2004-07-12,2019-03-30,prepaid,0
15501,1971-08-27,2016-04-21,prepaid,0
15502,1981-12-29,2019-04-24,prepaid,0
15503,2009-01-23,2017-04-22,prepaid,1
15504,1974-04-12,2020-04-19,prepaid,0
15505,2008-01-21,2015-10-10,prepaid,1
15506,2000-08-04,2020-03-05,prepaid,0
15507,2002-06-14,2018-10-26,postpaid,0
15508,1978-07-02,2016-04-25,postpaid,1
15509,1967-06-13,2015-05-27,prepaid,0
15510,2001-07-18,2020-06-18,prepaid,0
15511,2002-06-12,2012-11-29,postpaid,1
15512,1961-12-18,2018-06-01,prepaid,0
15513,1982-08-21,2018-11-17,prepaid,0
15514,1967-07-02,2016-11-22,pay-as-you-go,0
15515,1975-03-31,2014-02-03,prepaid,0
15516,1993-11-07,2019-12-23,prepaid,0
15517,1988-12-23,2017-11-05,pay-as-you-go,0
15518,1965-05-05,2016-05-27,prepaid,1
15519,1981-03-04,2016-07-17,prepaid,1
15520,1999-09-09,2019-12-22,prepaid,0
15521,1989-08-24,2013-04-27,prepaid,1
15522,1993-07-12,2019-07-13,postpaid,0
15523,1969-07-09,2017-07-10,prepaid,1
15524,2002-09-04,2019-09-27,postpaid,0
15525,1996-03-26,2016-10-19,postpaid,1
15526,2003-04-27,2017-09-27,prepaid,0
15527,1974-09-13,2018-11-09,prepaid,0
15528,1962-12-03,2016-10-23,prepaid,0
15529,1994-01-14,2015-11-07,prepaid,0
15530,2004-08-30,2018-09-29,prepaid,0
15531,1963-07-25,2015-08-31,prepaid,1
15532,1960-10-11,2014-07-06,prepaid,0
15533,1997-07-19,2019-05-12,postpaid,1
15534,2001-04-18,2019-03-24,postpaid,0
15535,1981-08-13,2013-03-31,prepaid,0
15536,2002-01-17,2019-06-15,prepaid,0
15537,1966-02-02,2019-01-04,prepaid,1
15538,2007-01-31,2013-09-12,prepaid,0
15539,1980-07-18,2019-08-20,prepaid,0
15540,2004-01-05,2017-11-04,prepaid,1
15541,1962-01-23,2015-02-02,prepaid,0
15542,2008-12-31,2012-07-07,prepaid,0
15543,1999-12-30,2012-03-01,prepaid,0
15544,1991-08-05,2015-11-27,postpaid,1
15545,1978-12-28,2017-06-17,postpaid,0
15546,1998-05-12,2019-05-11,prepaid,1
15547,1984-02-25,2012-07-12,prepaid,1
15548,1969-10-16,2013-06-10,pay-as-you-go,0
15549,1993-12-13,2013-09-07,prepaid,1
15550,1991-02-19,2019-01-27,prepaid,0
15551,1978-01-27,2015-12-19,prepaid,0
15552,1961-02-19,2019-07-16,prepaid,1
15553,1966-08-30,2020-01-02,prepaid,1
15554,1987-09-10,2017-03-29,postpaid,0
15555,1986-12-05,2012-11-10,prepaid,0
15556,1977-08-27,2012-10-03,postpaid,1
15557,1972-09-02,2019-06-08,postpaid,0
15558,1986-09-25,2019-04-11,prepaid,0
15559,1962-02-12,2017-05-30,prepaid,0
15560,2003-06-09,2017-01-21,pay-as-you-go,0
15561,1982-07-16,2019-03-08,pay-as-you-go,0
15562,1968-03-22,2015-06-02,prepaid,0
15563,1963-12-15,2016-05-14,prepaid,0
15564,1969-07-10,2016-11-28,prepaid,0
15565,1999-11-15,2015-03-16,prepaid,1
15566,1997-03-08,2018-05-26,postpaid,1
15567,1991-01-07,2014-03-26,pay-as-you-go,0
15568,2007-06-24,2020-03-15,prepaid,0
15569,1972-09-30,2015-07-30,prepaid,0
15570,1993-01-21,2013-03-19,prepaid,0
15571,1964-10-25,2017-01-24,prepaid,1
15572,1974-05-18,2014-10-07,prepaid,0
15573,1999-11-16,2012-01-16,postpaid,0
15574,1984-03-17,2016-12-05,prepaid,0
15575,1965-11-07,2012-03-24,prepaid,1
15576,1976-07-10,2018-12-17,prepaid,1
15577,1978-06-06,2019-08-26,prepaid,1
15578,1999-01-16,2012-04-24,prepaid,0
15579,1981-10-30,2013-09-13,prepaid,0
15580,1979-09-23,2019-05-03,postpaid,0
15581,2002-03-08,2014-10-27,prepaid,0
15582,1974-12-24,2012-03-11,prepaid,1
15583,2008-03-13,2014-10-13,pay-as-you-go,0
15584,1995-05-12,2017-05-14,pay-as-you-go,0
15585,2007-04-20,2012-05-29,prepaid,0
15586,1966-05-18,2019-04-20,prepaid,0
15587,1970-12-31,2013-05-25,postpaid,1
15588,2004-04-22,2017-07-23,prepaid,1
15589,1975-09-19,2013-04-11,prepaid,0
15590,2003-01-25,2018-10-05,prepaid,0
15591,2008-09-02,2016-12-10,postpaid,0
15592,2005-10-03,2018-06-21,prepaid,0
15593,1979-03-22,2014-07-04,prepaid,0
15594,1977-11-19,2014-12-07,prepaid,0
15595,1996-11-04,2019-04-15,prepaid,0
15596,1987-12-25,2012-09-02,postpaid,1
15597,1984-09-14,2015-02-17,postpaid,0
15598,1995-06-14,2012-12-02,pay-as-you-go,0
15599,1993-04-22,2012-09-19,prepaid,1
15600,1970-02-23,2020-06-22,prepaid,1
15601,2007-06-22,2019-06-05,prepaid,0
15602,1992-08-16,2013-06-20,prepaid,1
15603,2009-02-01,2014-04-18,prepaid,0
15604,2007-10-03,2012-06-22,prepaid,0
15605,1988-04-04,2013-11-22,postpaid,0
15606,2009-02-08,2014-09-18,prepaid,0
15607,1973-02-21,2015-03-06,pay-as-you-go,0
15608,1991-01-07,2015-11-17,prepaid,0
15609,1974-06-13,2020-05-03,prepaid,1
15610,1964-08-29,2015-08-13,prepaid,1
15611,1986-09-25,2017-10-27,prepaid,0
15612,1963-12-02,2016-06-22,prepaid,0
15613,1987-06-03,2015-11-16,prepaid,1
15614,1970-11-25,2015-02-27,prepaid,1
15615,1962-12-30,2018-08-06,prepaid,0
15616,1992-06-29,2017-06-20,postpaid,0
15617,1997-01-14,2013-07-31,pay-as-you-go,0
15618,1997-01-26,2016-08-27,prepaid,0
15619,1983-06-21,2016-10-19,prepaid,0
15620,1980-12-13,2012-06-08,prepaid,1
15621,1988-05-27,2013-02-01,postpaid,0
15622,2000-02-03,2014-10-13,prepaid,0
15623,2007-08-26,2018-11-15,postpaid,1
15624,1991-01-28,2017-12-03,pay-as-you-go,0
15625,1989-07-04,2015-12-04,prepaid,0
15626,2005-11-01,2013-06-08,prepaid,0
15627,1981-07-09,2014-07-03,prepaid,1
15628,1972-02-18,2013-05-29,pay-as-you-go,0
15629,1984-10-11,2018-07-07,prepaid,0
15630,2001-07-25,2019-05-21,prepaid,0
15631,1963-10-31,2017-09-24,prepaid,0
15632,1996-02-04,2012-04-03,prepaid,0
15633,1987-05-26,2015-01-13,postpaid,0
15634,1970-04-11,2015-12-07,prepaid,0
15635,1977-02-04,2017-09-10,pay-as-you-go,0
15636,1990-06-21,2019-02-03,prepaid,0
15637,1974-11-20,2013-10-02,prepaid,0
15638,1996-03-24,2016-07-22,prepaid,0
15639,2005-10-22,2015-11-22,postpaid,1
15640,1986-06-09,2014-04-21,prepaid,0
15641,1966-10-16,2014-12-26,prepaid,0
15642,1970-04-22,2019-03-30,prepaid,0
15643,1984-07-11,2019-07-15,postpaid,0
15644,2001-07-04,2016-08-21,prepaid,0
15645,1978-07-24,2014-11-18,prepaid,0
15646,1962-02-10,2017-07-26,prepaid,1
15647,1960-07-15,2016-11-19,prepaid,0
15648,1976-02-17,2015-05-26,prepaid,0
15649,1983-01-16,2019-03-05,prepaid,0
15650,1968-12-13,2014-05-12,prepaid,1
15651,1984-05-10,2013-05-16,pay-as-you-go,0
15652,2007-04-08,2016-03-07,postpaid,0
15653,2002-01-10,2016-11-07,pay-as-you-go,1
15654,1973-08-06,2015-02-16,pay-as-you-go,0
15655,1991-05-30,2019-04-19,postpaid,0
15656,2000-01-01,2018-01-19,prepaid,0
15657,1972-09-12,2016-01-28,prepaid,0
15658,1992-02-24,2018-10-24,prepaid,0
15659,1987-08-18,2020-07-28,postpaid,0
15660,1992-10-23,2016-02-29,prepaid,1
15661,1988-07-03,2015-02-15,prepaid,0
15662,1994-01-28,2019-08-22,prepaid,1
15663,1993-09-08,2020-01-29,prepaid,0
15664,1961-07-20,2017-01-16,prepaid,0
15665,1967-09-25,2017-03-07,prepaid,1
15666,1968-03-24,2013-12-14,postpaid,0
15667,1987-09-02,2015-11-20,prepaid,0
15668,1967-01-27,2015-09-23,prepaid,0
15669,1977-11-11,2019-06-26,prepaid,0
15670,1984-04-02,2016-01-20,postpaid,0
15671,1967-06-15,2019-11-16,postpaid,1
15672,1984-09-26,2014-03-12,prepaid,0
15673,1984-02-10,2020-04-26,postpaid,0
15674,1983-03-05,2015-07-22,postpaid,0
15675,1990-05-13,2016-11-06,prepaid,0
15676,2009-02-13,2015-03-20,prepaid,1
15677,1988-04-03,2015-03-01,prepaid,0
15678,1964-03-08,2019-05-18,prepaid,0
15679,1965-01-28,2012-04-11,pay-as-you-go,1
15680,2008-12-07,2019-06-22,postpaid,1
15681,1987-08-03,2019-12-05,pay-as-you-go,0
15682,2001-09-16,2018-06-04,pay-as-you-go,0
15683,1971-08-28,2018-05-17,pay-as-you-go,0
15684,1964-05-23,2012-03-28,prepaid,0
15685,1971-12-21,2017-07-12,prepaid,0
15686,1960-10-14,2019-05-22,postpaid,0
15687,1970-11-04,2017-06-17,prepaid,0
15688,2006-07-03,2012-01-29,prepaid,0
15689,2006-03-19,2018-05-18,pay-as-you-go,0
15690,2006-08-18,2012-12-07,prepaid,0
15691,1971-10-26,2018-05-13,prepaid,0
15692,2009-04-18,2012-04-11,prepaid,0
15693,1982-01-09,2019-09-13,prepaid,0
15694,1971-04-12,2013-04-14,prepaid,0
15695,1989-05-01,2019-04-09,prepaid,0
15696,1978-02-02,2012-04-30,pay-as-you-go,0
15697,1998-08-09,2015-05-14,postpaid,0
15698,1997-04-14,2018-12-15,postpaid,0
15699,1976-06-17,2020-03-22,prepaid,1
15700,1981-01-15,2017-06-05,postpaid,0
15701,2001-08-21,2019-08-14,prepaid,0
15702,1961-04-20,2013-02-26,postpaid,1
15703,1998-03-07,2020-04-28,postpaid,0
15704,1973-09-22,2013-09-04,prepaid,0
15705,1966-02-20,2019-05-24,postpaid,0
15706,1963-10-16,2015-11-17,prepaid,0
15707,1986-12-06,2018-07-03,prepaid,0
15708,1974-01-24,2013-12-10,pay-as-you-go,0
15709,1996-03-02,2013-05-18,prepaid,1
15710,1963-11-11,2016-07-27,postpaid,1
15711,1966-01-21,2013-10-02,postpaid,0
15712,1966-03-30,2012-10-11,prepaid,1
15713,1976-01-26,2013-09-16,prepaid,1
15714,2005-05-10,2016-02-16,prepaid,1
15715,1991-08-13,2012-02-12,prepaid,0
15716,1975-01-08,2012-10-27,prepaid,0
15717,1985-02-01,2019-04-14,postpaid,0
15718,1968-06-01,2020-07-30,postpaid,0
15719,2001-06-18,2018-11-10,prepaid,1
15720,1991-06-15,2017-06-21,prepaid,0
15721,1975-06-07,2018-08-13,pay-as-you-go,1
15722,2001-09-23,2016-12-03,prepaid,0
15723,1993-03-30,2013-04-07,postpaid,0
15724,1963-04-05,2019-07-03,prepaid,0
15725,1983-11-10,2020-04-02,postpaid,1
15726,2008-01-02,2016-01-25,prepaid,1
15727,1992-05-21,2016-03-05,prepaid,0
15728,1973-12-23,2016-03-17,pay-as-you-go,0
15729,1985-12-28,2012-12-17,prepaid,0
15730,2003-04-27,2014-09-23,prepaid,1
15731,1973-10-15,2014-01-02,prepaid,1
15732,1965-02-17,2020-07-21,pay-as-you-go,1
15733,1997-01-30,2019-11-19,pay-as-you-go,1
15734,1995-06-13,2014-04-25,prepaid,0
15735,2002-09-08,2019-11-12,prepaid,1
15736,1985-08-19,2016-08-20,postpaid,0
15737,2003-01-25,2016-11-22,prepaid,0
15738,1978-02-07,2016-06-23,pay-as-you-go,0
15739,1969-03-06,2020-02-09,postpaid,0
15740,2004-04-20,2014-02-05,prepaid,0
15741,1981-05-25,2014-05-28,postpaid,1
15742,1974-02-16,2019-01-01,postpaid,0
15743,1984-03-30,2017-04-10,prepaid,0
15744,2007-02-15,2015-02-04,postpaid,0
15745,1970-07-01,2017-10-04,postpaid,0
15746,2002-12-09,2017-07-09,prepaid,0
15747,1983-12-27,2012-05-02,prepaid,0
15748,2002-03-16,2017-11-27,prepaid,1
15749,1965-07-18,2013-05-30,pay-as-you-go,0
15750,1969-06-21,2016-02-23,postpaid,1
15751,1970-09-07,2015-12-28,pay-as-you-go,1
15752,1966-07-02,2014-09-11,prepaid,0
15753,1988-07-02,2018-05-31,pay-as-you-go,0
15754,1986-12-09,2015-03-15,postpaid,1
15755,1964-10-11,2012-11-01,prepaid,0
15756,2008-03-08,2018-01-20,prepaid,0
15757,1975-05-14,2019-03-10,prepaid,0
15758,1984-08-16,2016-02-16,prepaid,0
15759,1983-07-09,2020-04-26,prepaid,1
15760,1998-05-30,2013-03-05,prepaid,0
15761,1988-01-26,2013-03-26,prepaid,0
15762,1972-08-24,2014-07-25,prepaid,0
15763,1966-05-06,2019-01-22,prepaid,0
15764,1969-10-02,2019-04-22,postpaid,0
15765,1975-01-24,2020-06-07,prepaid,1
15766,1977-12-27,2015-11-14,postpaid,0
15767,2004-12-06,2013-06-16,postpaid,1
15768,1977-10-04,2018-10-31,prepaid,0
15769,1997-08-19,2018-06-25,postpaid,0
15770,1982-03-14,2020-01-18,prepaid,0
15771,1991-08-05,2013-10-28,prepaid,0
15772,1987-02-05,2019-09-23,prepaid,1
15773,1991-09-12,2014-08-20,postpaid,1
15774,1960-06-08,2017-06-29,prepaid,0
15775,1970-08-27,2016-06-26,prepaid,0
15776,1961-07-29,2013-10-13,prepaid,0
15777,1972-05-07,2018-11-25,prepaid,0
15778,2006-04-03,2012-03-28,prepaid,0
15779,1997-12-03,2018-10-30,prepaid,0
15780,1993-12-09,2016-04-19,postpaid,1
15781,2009-03-15,2013-12-06,prepaid,0
15782,1983-07-29,2014-01-11,prepaid,0
15783,1983-12-29,2018-08-08,postpaid,1
15784,1972-12-31,2017-01-16,prepaid,0
15785,1971-07-12,2012-01-28,prepaid,1
15786,1968-05-03,2015-11-21,prepaid,0
15787,2007-08-09,2019-09-14,prepaid,1
15788,1977-06-15,2015-09-02,postpaid,0
15789,1995-01-28,2020-02-24,pay-as-you-go,0
15790,1967-08-06,2019-08-26,prepaid,1
15791,1982-11-17,2018-10-15,prepaid,0
15792,1998-11-07,2014-03-04,prepaid,0
15793,1986-04-17,2020-04-08,prepaid,0
15794,2004-03-12,2013-10-11,pay-as-you-go,0
15795,1997-05-26,2017-02-09,prepaid,0
15796,2000-05-07,2017-10-10,prepaid,0
15797,1990-01-18,2015-07-03,prepaid,0
15798,1999-06-12,2015-05-01,prepaid,0
15799,1980-04-26,2015-10-26,prepaid,1
15800,1986-05-14,2019-03-14,prepaid,1
15801,2002-02-20,2013-10-24,pay-as-you-go,1
15802,1991-08-13,2016-04-05,postpaid,0
15803,2000-02-20,2018-08-14,prepaid,0
15804,1973-01-09,2019-10-11,postpaid,0
15805,1973-04-07,2016-11-20,prepaid,1
15806,2001-03-14,2018-04-13,prepaid,0
15807,1985-08-31,2018-09-23,prepaid,0
15808,1969-01-19,2016-01-24,prepaid,0
15809,1963-05-07,2014-05-09,postpaid,1
15810,1985-08-17,2014-04-15,postpaid,0
15811,1988-09-22,2013-02-27,prepaid,0
15812,1970-04-26,2017-11-22,postpaid,1
15813,2001-10-23,2015-04-16,prepaid,0
15814,1963-10-07,2020-04-11,prepaid,0
15815,1965-09-22,2014-03-30,prepaid,0
15816,2002-01-15,2018-03-26,prepaid,0
15817,2002-09-12,2016-02-14,prepaid,0
15818,1971-10-15,2014-08-15,prepaid,0
15819,1962-08-07,2015-07-14,postpaid,0
15820,1965-05-11,2013-10-17,prepaid,0
15821,1981-11-16,2018-10-26,prepaid,1
15822,1996-10-12,2015-07-24,prepaid,0
15823,1982-08-15,2018-03-18,prepaid,0
15824,1999-04-25,2017-07-05,postpaid,1
15825,2005-04-16,2013-03-18,prepaid,0
15826,1964-03-16,2016-08-24,pay-as-you-go,0
15827,1965-04-22,2020-03-10,prepaid,0
15828,2007-09-16,2012-06-22,prepaid,0
15829,1970-01-09,2018-04-27,prepaid,1
15830,1999-01-13,2012-09-23,postpaid,0
15831,1993-11-19,2017-07-08,prepaid,0
15832,1963-10-13,2012-04-29,prepaid,1
15833,1977-10-07,2013-09-06,prepaid,0
15834,1993-12-08,2012-08-18,prepaid,0
15835,1992-10-14,2014-05-12,prepaid,0
15836,1975-04-01,2016-07-10,pay-as-you-go,1
15837,1979-12-04,2017-04-24,postpaid,0
15838,1978-05-08,2013-12-28,prepaid,0
15839,1997-11-07,2016-11-25,prepaid,0
15840,1988-04-23,2019-10-24,prepaid,0
15841,1998-08-26,2013-07-14,postpaid,1
15842,1972-02-17,2015-05-12,prepaid,0
15843,2003-04-29,2018-06-13,pay-as-you-go,0
15844,2007-06-15,2013-01-31,prepaid,0
15845,1964-08-10,2020-05-26,prepaid,0
15846,1975-11-14,2017-03-11,prepaid,1
15847,1975-03-14,2015-04-23,prepaid,1
15848,1989-03-08,2019-07-01,postpaid,1
15849,1970-12-29,2015-12-27,prepaid,0
15850,1964-07-12,2019-05-07,prepaid,0
15851,2004-02-12,2012-11-30,prepaid,0
15852,2005-03-26,2017-12-16,prepaid,0
15853,2000-03-21,2013-06-12,prepaid,1
15854,1969-11-27,2013-12-12,prepaid,0
15855,2008-07-28,2016-11-02,prepaid,1
15856,1982-10-26,2018-10-21,postpaid,0
15857,1961-01-13,2015-06-19,prepaid,1
15858,1965-12-27,2017-11-10,prepaid,1
15859,1997-09-14,2017-01-29,prepaid,0
15860,1968-06-27,2015-04-28,pay-as-you-go,0
15861,1984-12-20,2019-12-05,pay-as-you-go,0
15862,1989-07-09,2016-11-30,postpaid,0
15863,1971-08-17,2014-12-08,prepaid,0
15864,1989-04-09,2015-08-12,prepaid,0
15865,1999-12-07,2013-05-20,prepaid,0
15866,1976-03-15,2012-04-24,prepaid,1
15867,2006-12-13,2018-12-31,prepaid,0
15868,2007-05-06,2017-07-16,prepaid,0
15869,1961-01-21,2017-07-13,prepaid,0
15870,1994-06-27,2019-04-03,pay-as-you-go,0
15871,2006-04-08,2013-03-19,prepaid,0
15872,1974-11-11,2019-01-03,prepaid,1
15873,2002-02-22,2014-04-26,pay-as-you-go,0
15874,1983-11-15,2012-08-22,prepaid,0
15875,1968-01-07,2019-12-29,prepaid,0
15876,1968-08-02,2019-09-06,prepaid,1
15877,1982-12-31,2014-12-08,prepaid,0
15878,1989-03-22,2013-04-15,prepaid,1
15879,1999-09-13,2012-11-25,prepaid,0
15880,1976-06-06,2019-11-06,postpaid,1
15881,2003-04-02,2018-02-22,prepaid,0
15882,1988-08-25,2012-04-01,postpaid,0
15883,1985-04-29,2017-08-07,postpaid,0
15884,1989-12-25,2020-03-22,prepaid,1
15885,2007-02-06,2019-07-11,postpaid,0
15886,1996-12-01,2013-04-07,prepaid,0
15887,2000-06-30,2019-01-24,prepaid,0
15888,1985-08-11,2017-01-09,prepaid,0
15889,1966-08-17,2017-02-01,prepaid,1
15890,2005-06-16,2014-08-25,prepaid,1
15891,1981-02-20,2018-10-16,postpaid,0
15892,1978-11-21,2012-07-18,prepaid,0
15893,1968-02-13,2018-05-27,prepaid,1
15894,1989-04-28,2018-01-30,prepaid,1
15895,1976-08-22,2015-05-22,prepaid,1
15896,2007-04-03,2017-02-20,postpaid,0
15897,2001-05-04,2020-04-24,prepaid,0
15898,1970-05-02,2014-04-29,postpaid,1
15899,1992-08-23,2017-02-12,prepaid,0
15900,1995-11-22,2012-02-25,pay-as-you-go,0
15901,1976-07-01,2014-06-22,pay-as-you-go,0
15902,1966-02-10,2017-03-31,prepaid,0
15903,1978-08-23,2013-10-17,postpaid,1
15904,1988-06-16,2018-02-02,prepaid,1
15905,1981-09-19,2016-08-13,prepaid,0
15906,1963-03-15,2015-09-28,prepaid,0
15907,1982-05-26,2017-12-08,prepaid,0
15908,1996-02-19,2013-06-03,postpaid,0
15909,1979-06-06,2016-01-20,postpaid,0
15910,1977-01-12,2020-05-26,prepaid,1
15911,1983-03-13,2018-03-14,prepaid,1
15912,2007-05-23,2014-12-27,prepaid,1
15913,1991-09-11,2013-06-20,prepaid,0
15914,1981-02-25,2014-03-10,prepaid,0
15915,1970-07-20,2018-09-04,prepaid,1
15916,2005-09-16,2015-04-12,pay-as-you-go,0
15917,1967-07-05,2016-08-16,postpaid,0
15918,1992-07-11,2015-10-23,prepaid,1
15919,1980-11-13,2015-06-30,prepaid,1
15920,1969-11-09,2017-05-02,prepaid,0
15921,1973-09-10,2013-10-29,prepaid,1
15922,2002-03-26,2012-07-28,pay-as-you-go,0
15923,1977-04-20,2015-10-12,prepaid,0
15924,1990-06-20,2012-07-31,prepaid,0
15925,1981-10-16,2012-01-16,prepaid,1
15926,1997-12-22,2012-07-27,postpaid,0
15927,1988-12-22,2018-01-04,pay-as-you-go,1
15928,1962-11-24,2014-01-30,postpaid,0
15929,1961-09-25,2015-02-24,prepaid,0
15930,1971-06-01,2019-10-27,prepaid,0
15931,1993-08-30,2014-04-04,prepaid,1
15932,1963-05-31,2014-11-19,prepaid,0
15933,1986-01-26,2017-11-05,postpaid,1
15934,2008-05-28,2020-04-05,pay-as-you-go,0
15935,2006-03-02,2019-04-30,prepaid,1
15936,1966-12-01,2018-11-05,prepaid,0
15937,1966-07-29,2012-06-18,prepaid,0
15938,1996-02-02,2015-05-06,prepaid,1
15939,2003-09-16,2013-08-14,postpaid,0
15940,1968-04-18,2016-12-09,prepaid,1
15941,1985-04-20,2015-02-04,prepaid,0
15942,1983-08-13,2015-07-05,prepaid,1
15943,1976-11-11,2014-07-10,prepaid,0
15944,1969-07-17,2012-10-09,prepaid,1
15945,2000-09-26,2019-01-27,prepaid,0
